ISCO,job_title,category,category_label
3423,exercise therapist,16,"Legal, social, cultural and related associate professionals"
9629,activities attendant,41,Refuse workers and other elementary workers
4323,manifest clerk,20,Numerical and material recording clerks
1324,flowers and plants distribution planner,5,Production and specialised services managers
7222,tool machine operator,29,"Metal, machinery and related trades workers"
2522,ICT network administrator,11,Information and communications technology professionals
3353,pension fund administrator,15,Business and administration associate professionals
7412,workshop engineering technician,31,Electrical and electronic trades workers
1324,graduate household goods distribution manager,5,Production and specialised services managers
1324,senior import export manager in hardware,5,Production and specialised services managers
2619,mediation commissioner,12,"Legal, social and cultural professionals"
7534,soft furnishing maker,32,"Food processing, wood working, garment and other craft and related trades workers"
9321,factory packer,38,"Labourers in mining, construction, manufacturing and transport"
2423,railway employment inspector,10,Business and administration professionals
5244,call centre representative,23,Sales workers
3311,securities sales director,15,Business and administration associate professionals
2411,accounting systems analyst,10,Business and administration professionals
7313,quartz crystal worker,30,Handicraft and printing workers
7512,sponge mixer,32,"Food processing, wood working, garment and other craft and related trades workers"
8142, metallurgical,33,Stationary plant and machine operators
7314,brick moulder,30,Handicraft and printing workers
7543,sorter and grader,32,"Food processing, wood working, garment and other craft and related trades workers"
9329,boiler house trimmer,38,"Labourers in mining, construction, manufacturing and transport"
2133,community ranger,7,Science and engineering professionals
3521,audio engineer and sound artist,17,Information and communications technicians
7522,scull maker,32,"Food processing, wood working, garment and other craft and related trades workers"
3111,materials testing technologist,13,Science and engineering associate professionals
8154,finishing department manager,33,Stationary plant and machine operators
1324,trainee import manager  in household goods,5,Production and specialised services managers
2619,information commissioner,12,"Legal, social and cultural professionals"
3314,pmo administrator,15,Business and administration associate professionals
7223,stamper's mate,29,"Metal, machinery and related trades workers"
2310,lecturer in social work and social policy,9,Teaching professionals
3122,inspector of shipwrights,13,Science and engineering associate professionals
9329,refractory worker,38,"Labourers in mining, construction, manufacturing and transport"
7314,hollow-ware maker,30,Handicraft and printing workers
3359,forestry operations inspector,15,Business and administration associate professionals
5411,auxiliary mine rescue worker,25,Protective services workers
2651,stained glass glazier,12,"Legal, social and cultural professionals"
3315,property appraiser,15,Business and administration associate professionals
5414,lodge attendant,25,Protective services workers
7536,footwear CAD operator,32,"Food processing, wood working, garment and other craft and related trades workers"
8342,lister truck driver,35,Drivers and mobile plant operators
2152,language technology engineering specialist,7,Science and engineering professionals
210,lance corporal,1,Non-commissioned armed forces officers
7231,tyre inspector,29,"Metal, machinery and related trades workers"
2635,prison department social worker,12,"Legal, social and cultural professionals"
8122,metal finishing machine operative,33,Stationary plant and machine operators
7315,glass manufacturer,30,Handicraft and printing workers
7311,surgical instrument design technician,30,Handicraft and printing workers
9216,shrimper,37,"Agricultural, forestry and fishery labourers"
7113,marble fixer,28,"Building and related trades workers, excluding electricians"
3512,it helpdesk assistant,17,Information and communications technicians
7231,engine refurbishing inspector,29,"Metal, machinery and related trades workers"
7233,loom fitter,29,"Metal, machinery and related trades workers"
3116,chemical manufacturing quality tester,13,Science and engineering associate professionals
2166,layout technical director,7,Science and engineering professionals
9329,trade assistant,38,"Labourers in mining, construction, manufacturing and transport"
2635,employability support worker,12,"Legal, social and cultural professionals"
2151,meter superintendent,7,Science and engineering professionals
9329,dust carrier,38,"Labourers in mining, construction, manufacturing and transport"
8152,looming machinist,33,Stationary plant and machine operators
7126,wastewater infrastructure operator,28,"Building and related trades workers, excluding electricians"
2511,user experience analysts,11,Information and communications technology professionals
5132,bar steward,22,Personal service workers
1420,pet food shop manager,6,"Hospitality, retail and other services managers"
8151,scutcher machinist,33,Stationary plant and machine operators
3431,food photographer,16,"Legal, social, cultural and related associate professionals"
3324,wholesale buyer in pharmaceutical goods,15,Business and administration associate professionals
3119,valuation technician,13,Science and engineering associate professionals
7317,artisan,30,Handicraft and printing workers
8121,wire patenter,33,Stationary plant and machine operators
3131,solar energy plant worker,13,Science and engineering associate professionals
1349,library manager,5,Production and specialised services managers
3423,outward bound tutor,16,"Legal, social, cultural and related associate professionals"
5111,flight steward,22,Personal service workers
7413,overhead line worker,31,Electrical and electronic trades workers
3121,mining supervisor,13,Science and engineering associate professionals
3422,referee,16,"Legal, social, cultural and related associate professionals"
3118,electronics draughtsperson,13,Science and engineering associate professionals
3112,energy procurement advisor,13,Science and engineering associate professionals
4323,shipping administrator,20,Numerical and material recording clerks
2353,efl teacher,9,Teaching professionals
5163,burial ground custodian,22,Personal service workers
2642,writer and editor,12,"Legal, social and cultural professionals"
7311,microscope maker,30,Handicraft and printing workers
3122,saw mill senior manager,13,Science and engineering associate professionals
1321,sawmill manager,5,Production and specialised services managers
8171,friction glazer,33,Stationary plant and machine operators
8151,devil tenter,33,Stationary plant and machine operators
7522,reproduction furniture craftswoman,32,"Food processing, wood working, garment and other craft and related trades workers"
1439,travel agent manager,6,"Hospitality, retail and other services managers"
3514,education online webmaster,17,Information and communications technicians
3353,payband 2,15,Business and administration associate professionals
4313,payroll supervisor,20,Numerical and material recording clerks
7318,hosiery milliner,30,Handicraft and printing workers
9212,livestock worker,37,"Agricultural, forestry and fishery labourers"
2431,internet marketing consultant,10,Business and administration professionals
4415,records assistant,21,Other clerical support workers
3122,precision machine setter supervisor,13,Science and engineering associate professionals
1120,team manager,3,"Chief executives, senior officials and legislators"
1349,technical publications manager,5,Production and specialised services managers
7223,heading machine setter,29,"Metal, machinery and related trades workers"
2431,online e-catalogue manager,10,Business and administration professionals
3311,securities administrators,15,Business and administration associate professionals
2635,chief probation officer,12,"Legal, social and cultural professionals"
3423,pilates matwork teacher,16,"Legal, social, cultural and related associate professionals"
8152,knitting programmertechnician,33,Stationary plant and machine operators
3112,road maintenance supervisor,13,Science and engineering associate professionals
8183,machinist-packer,33,Stationary plant and machine operators
2421,pmo manager,10,Business and administration professionals
2163,furniture planner,7,Science and engineering professionals
2320,career and technology teacher,9,Teaching professionals
8142,pultrusion machine operative,33,Stationary plant and machine operators
1219,corporate responsibility manager,4,Administrative and commercial managers
8160,ice cream machinist,33,Stationary plant and machine operators
9313,steeplejack's mate,38,"Labourers in mining, construction, manufacturing and transport"
7211,foundry core maker,29,"Metal, machinery and related trades workers"
8212,battery erector,34,Assemblers
9111,chambermaid,36,Cleaners and helpers
8160,ice-cream machinist,33,Stationary plant and machine operators
3123,dredging site supervisor,13,Science and engineering associate professionals
7223,face grinder,29,"Metal, machinery and related trades workers"
2141,industrial technology engineering consultant,7,Science and engineering professionals
2433,workshop technician,10,Business and administration professionals
5164,dog / cat kennel manager,22,Personal service workers
2413,capital markets analyst,10,Business and administration professionals
8151,piece cleaner,33,Stationary plant and machine operators
8132,film sensitiser,33,Stationary plant and machine operators
1221,on-line category manager,4,Administrative and commercial managers
2114,environmental geochemist,7,Science and engineering professionals
1324,import export manager in clothing and footwear,5,Production and specialised services managers
7126,heat pump installer,28,"Building and related trades workers, excluding electricians"
2422,education policy analyst,10,Business and administration professionals
8111,delinter,33,Stationary plant and machine operators
7511,fish processing operator,32,"Food processing, wood working, garment and other craft and related trades workers"
7321,etcher and engraver,30,Handicraft and printing workers
7422,phone systems technician,31,Electrical and electronic trades workers
8160,distillery grain mill worker,33,Stationary plant and machine operators
7233,conveyor turner,29,"Metal, machinery and related trades workers"
3115,production line welding  inspector,13,Science and engineering associate professionals
3435,scenic artist & property maker,16,"Legal, social, cultural and related associate professionals"
7511,crab dresser,32,"Food processing, wood working, garment and other craft and related trades workers"
1324,customs compliance manager  in household goods,5,Production and specialised services managers
2412,commercial planning manager,10,Business and administration professionals
2514,embedded systems software developers,11,Information and communications technology professionals
5249,car rental agent,23,Sales workers
2632,economic sociology research analyst,12,"Legal, social and cultural professionals"
7521,drying kiln operator,32,"Food processing, wood working, garment and other craft and related trades workers"
8311,locomotive driver,35,Drivers and mobile plant operators
7124,cavity insulation installer,28,"Building and related trades workers, excluding electricians"
9333,weft man,38,"Labourers in mining, construction, manufacturing and transport"
7223,recycled metal operative,29,"Metal, machinery and related trades workers"
2656,sport announcer,12,"Legal, social and cultural professionals"
8152,knitting textile technicians,33,Stationary plant and machine operators
1420,models and collectibles shop manager,6,"Hospitality, retail and other services managers"
7223,recyling operative,29,"Metal, machinery and related trades workers"
2635,community rehabilitation worker,12,"Legal, social and cultural professionals"
2612,recorder,12,"Legal, social and cultural professionals"
8122,chromer,33,Stationary plant and machine operators
5312,early childhood teaching assistant,24,Personal care workers
2142,waste water system designer,7,Science and engineering professionals
3341,call centre supervisor,15,Business and administration associate professionals
2659,actress and performance artist,12,"Legal, social and cultural professionals"
7223,metal drill-press operative,29,"Metal, machinery and related trades workers"
9313,carpenter's handyman,38,"Labourers in mining, construction, manufacturing and transport"
7213,coppersmith,29,"Metal, machinery and related trades workers"
3112,cctv technician,13,Science and engineering associate professionals
1324,assistant export manager in  fruit and vegetables,5,Production and specialised services managers
2330,biology tutor in secondary school,9,Teaching professionals
9333,railroad equipment operator,38,"Labourers in mining, construction, manufacturing and transport"
2144,fluid power engineering adviser,7,Science and engineering professionals
9212,dairy hand,37,"Agricultural, forestry and fishery labourers"
2423,personnel recruiter,10,Business and administration professionals
4120,county secretary,18,General and keyboard clerks
7516,cigar bunch maker,32,"Food processing, wood working, garment and other craft and related trades workers"
1211,accounting director,4,Administrative and commercial managers
7113,lithographic stone grinder,28,"Building and related trades workers, excluding electricians"
1219,security officer,4,Administrative and commercial managers
8342,port dredge operator,35,Drivers and mobile plant operators
4221,tour leader,19,Customer services clerks
1342,nursing director,5,Production and specialised services managers
2152,engineer of micro-electronics,7,Science and engineering professionals
7223,metal cnc-press operative,29,"Metal, machinery and related trades workers"
7532,umbrella cloth cutter,32,"Food processing, wood working, garment and other craft and related trades workers"
5230,shop cashier,23,Sales workers
3315,insurance fraud inspector,15,Business and administration associate professionals
2166,projection designer,7,Science and engineering professionals
1420,toy shop manager,6,"Hospitality, retail and other services managers"
8121,manipulator,33,Stationary plant and machine operators
6121,herd manager,26,Market-oriented skilled agricultural workers
3131,geothermal plant operator,13,Science and engineering associate professionals
7126,septic tank servicer,28,"Building and related trades workers, excluding electricians"
3435,property builder,16,"Legal, social, cultural and related associate professionals"
2310,performing arts dance instructor,9,Teaching professionals
2149,BME expert,7,Science and engineering professionals
5249,rental sales supervisor in cars and light motor vehicles,23,Sales workers
2641,investigative writer,12,"Legal, social and cultural professionals"
4214,bill and account recovery agent,19,Customer services clerks
9112,train night cleaner,36,Cleaners and helpers
8212,PCB fabricator,34,Assemblers
2521,data base integrators,11,Information and communications technology professionals
3315,claims executive,15,Business and administration associate professionals
7531,hair matcher,32,"Food processing, wood working, garment and other craft and related trades workers"
7322,reprographics specialist,30,Handicraft and printing workers
4110,ao,18,General and keyboard clerks
3331,graduate customs compliance specialist,15,Business and administration associate professionals
9333,coal porter,38,"Labourers in mining, construction, manufacturing and transport"
7536,whip maker,32,"Food processing, wood working, garment and other craft and related trades workers"
1330,chief technology officers,5,Production and specialised services managers
2221,nurse-companion,8,Health professionals
2643,subtitler,12,"Legal, social and cultural professionals"
8153,glover,33,Stationary plant and machine operators
2145,gas distribution engineering expert,7,Science and engineering professionals
5120,institutional food preparation worker,22,Personal service workers
7421,office equipment repair technician,31,Electrical and electronic trades workers
1324,marine transportation general manager,5,Production and specialised services managers
5113,environmental educator,22,Personal service workers
2659,ventriloquist,12,"Legal, social and cultural professionals"
7233,loom builder,29,"Metal, machinery and related trades workers"
2421,service delivery coordinator,10,Business and administration professionals
2263,emergency response coordinator,8,Health professionals
4322,cell scheduler,20,Numerical and material recording clerks
7317,cork block maker,30,Handicraft and printing workers
8151,twine twister,33,Stationary plant and machine operators
8160,soft drinks producer,33,Stationary plant and machine operators
9313,contractor's labourer,38,"Labourers in mining, construction, manufacturing and transport"
3315,rating and valuation officer,15,Business and administration associate professionals
8312,parcels foreman,35,Drivers and mobile plant operators
8142,tube winding machine setter,33,Stationary plant and machine operators
3324,trainee wholesale merchant in electronic and telecommunications equipment and parts,15,Business and administration associate professionals
2434,electronic and telecommunications equipment field salesman,10,Business and administration professionals
2310,veterinary science docent,9,Teaching professionals
7321,phototypesetting machine technician,30,Handicraft and printing workers
7532,asbestos cutter,32,"Food processing, wood working, garment and other craft and related trades workers"
5223,filling station shop worker,23,Sales workers
1349,museum and heritage director,5,Production and specialised services managers
1321,development engineer,5,Production and specialised services managers
3112,road maintenance worker,13,Science and engineering associate professionals
3257,water inspector,14,Health associate professionals
2131,epidaemiologist,7,Science and engineering professionals
3211,medical perfusionist,14,Health associate professionals
2529,software testing consultant,11,Information and communications technology professionals
5243,driver-salesman,23,Sales workers
5223,customer associate,23,Sales workers
7112,stone floor layer,28,"Building and related trades workers, excluding electricians"
2422,higher executive officer,10,Business and administration professionals
9520,bookstall assistant,40,Street and related sales and service workers
3435,master pyrotechnician,16,"Legal, social, cultural and related associate professionals"
9333,granary keeper,38,"Labourers in mining, construction, manufacturing and transport"
3423,angling guide,16,"Legal, social, cultural and related associate professionals"
1212,equal rights manager,4,Administrative and commercial managers
3211,x-ray operator,14,Health associate professionals
9333,warehouse man,38,"Labourers in mining, construction, manufacturing and transport"
7233,compressor mechanic,29,"Metal, machinery and related trades workers"
7532,leather goods CAD pattern-maker,32,"Food processing, wood working, garment and other craft and related trades workers"
7125,fabricator,28,"Building and related trades workers, excluding electricians"
2635,probation services officer,12,"Legal, social and cultural professionals"
2421,project delivery officer,10,Business and administration professionals
1420,software shop manager,6,"Hospitality, retail and other services managers"
3115,welding control inspector,13,Science and engineering associate professionals
8159,nonwoven technician,33,Stationary plant and machine operators
1222,director of external relations,4,Administrative and commercial managers
2619,notarial officer,12,"Legal, social and cultural professionals"
2269,radiography  therapy practitioner,8,Health professionals
2132,ruminant nutritionist,7,Science and engineering professionals
2144,vessel engineer,7,Science and engineering professionals
8141,v-belt mould assembler,33,Stationary plant and machine operators
4323,shipping coordinator,20,Numerical and material recording clerks
5164,stable keeper,22,Personal service workers
7126,sprinkler system operator,28,"Building and related trades workers, excluding electricians"
1330,software development manager,5,Production and specialised services managers
2146,metallurgical engineer,7,Science and engineering professionals
8112,mineral crushing process operative,33,Stationary plant and machine operators
8181,dry kiln burner,33,Stationary plant and machine operators
2149,robotic technology engineer,7,Science and engineering professionals
1324,import export manager in fruit and vegetables,5,Production and specialised services managers
7223,grommet maker,29,"Metal, machinery and related trades workers"
2522,IT system configurator,11,Information and communications technology professionals
9214,gardener's labourer,37,"Agricultural, forestry and fishery labourers"
3251,qualified dental nurse,14,Health associate professionals
3521,sound engineer,17,Information and communications technicians
2149,photonics engineer,7,Science and engineering professionals
4323,supervisor of bus routes,20,Numerical and material recording clerks
2511,machine learning systems designer,11,Information and communications technology professionals
2432,events officer,10,Business and administration professionals
3119,engineering operations inspector,13,Science and engineering associate professionals
1420,fruit and vegetables store manager,6,"Hospitality, retail and other services managers"
4419,works convenor,21,Other clerical support workers
3322,marketing agent,15,Business and administration associate professionals
8321,home delivery motorcycle driver,35,Drivers and mobile plant operators
3331,assistant import export specialist in  agricultural machinery and equipment,15,Business and administration associate professionals
5321,resident care assistant,24,Personal care workers
8212,transformer assembler,34,Assemblers
1324,senior import export manager in perfume and cosmetics,5,Production and specialised services managers
7212,steel welder,29,"Metal, machinery and related trades workers"
3343,office assistant,15,Business and administration associate professionals
1420,interior fitting store manager,6,"Hospitality, retail and other services managers"
8181,brick kiln stoker,33,Stationary plant and machine operators
3324,wholesale buyer in computers,15,Business and administration associate professionals
7531,matcher,32,"Food processing, wood working, garment and other craft and related trades workers"
2211,registered medical practitioner,8,Health professionals
5161,feng shui consultant,22,Personal service workers
2654,content and production manager,12,"Legal, social and cultural professionals"
8122,vat operator,33,Stationary plant and machine operators
8122,anode machine technician,33,Stationary plant and machine operators
8131,fragrance plant worker,33,Stationary plant and machine operators
5243,travelling saleswoman,23,Sales workers
3123,cavity wall insulation installation supervisor,13,Science and engineering associate professionals
7223,hand held nibbling drill technician,29,"Metal, machinery and related trades workers"
8343,cage attendant,35,Drivers and mobile plant operators
8219,metal product fabricator,34,Assemblers
2161,architectural technologist,7,Science and engineering professionals
3324,B2B sales consultant in textiles and textile semi-finished and raw materials,15,Business and administration associate professionals
3119,leather product designer & developer,13,Science and engineering associate professionals
8171,froth flotation deinking tank specialist,33,Stationary plant and machine operators
8152,loom cleaner,33,Stationary plant and machine operators
3114,medical device inspector,13,Science and engineering associate professionals
2432,activist,10,Business and administration professionals
2424,technical trainer,10,Business and administration professionals
3153,space shuttle crew member,13,Science and engineering associate professionals
2659,voice actress & puppeteer,12,"Legal, social and cultural professionals"
3134,gas transmission system operative,13,Science and engineering associate professionals
9629,clock winder,41,Refuse workers and other elementary workers
7312,mirliton maker,30,Handicraft and printing workers
7534,motor vehicle upholsterer,32,"Food processing, wood working, garment and other craft and related trades workers"
7412,machine tool repair technician,31,Electrical and electronic trades workers
7522,model manufacturer,32,"Food processing, wood working, garment and other craft and related trades workers"
3339,travel contract negotiator,15,Business and administration associate professionals
5211,market assistant,23,Sales workers
3331,assistant import specialist in electronic and telecommunications equipment,15,Business and administration associate professionals
2166,stop motion animation artist,7,Science and engineering professionals
2320,hair and beauty teacher,9,Teaching professionals
8181,micanite building machinist,33,Stationary plant and machine operators
5142,spa therapist,22,Personal service workers
2166,digital sculptor,7,Science and engineering professionals
2641,film author,12,"Legal, social and cultural professionals"
3351,baggage inspector,15,Business and administration associate professionals
2422,healthcare consultant,10,Business and administration professionals
2141,graduate mail and packaging manager,7,Science and engineering professionals
7223,brake press setter-operator,29,"Metal, machinery and related trades workers"
2310,lecturer in computer sciences,9,Teaching professionals
3123,tile installation supervisor,13,Science and engineering associate professionals
5223,stationery shop salesperson,23,Sales workers
1420,make-up and cosmetics shop manager,6,"Hospitality, retail and other services managers"
8153,rosso operative,33,Stationary plant and machine operators
8151,bobbin taker-off,33,Stationary plant and machine operators
2521,data base developers,11,Information and communications technology professionals
3132,liquid waste treatment plant worker,13,Science and engineering associate professionals
3331,customs compliance specialist in live animals,15,Business and administration associate professionals
4312,cash allocation clerk,20,Numerical and material recording clerks
7314,mica moulder,30,Handicraft and printing workers
2652,bass player,12,"Legal, social and cultural professionals"
8111,pit man,33,Stationary plant and machine operators
4419,sales administrator,21,Other clerical support workers
7223,abrasive wheel operator,29,"Metal, machinery and related trades workers"
8171,laminator specialist,33,Stationary plant and machine operators
5321,physiotherapy helper,24,Personal care workers
7231,petrol engine refurbishing technician,29,"Metal, machinery and related trades workers"
2153,telecommunications designer,7,Science and engineering professionals
7126,heating engineer,28,"Building and related trades workers, excluding electricians"
8122,electro-plater,33,Stationary plant and machine operators
8131,perfume plant worker,33,Stationary plant and machine operators
8160,bean cleaners,33,Stationary plant and machine operators
6221,trout farmer,27,"Market-oriented skilled forestry, fishery and hunting workers"
3334,closing coordinator,15,Business and administration associate professionals
3119,leather goods worker,13,Science and engineering associate professionals
8151,roller cleaner,33,Stationary plant and machine operators
3412,assistive technologist,16,"Legal, social, cultural and related associate professionals"
9112,domestic orderly,36,Cleaners and helpers
1223,clinical trial manager,4,Administrative and commercial managers
8131,red press mud handler,33,Stationary plant and machine operators
8171,postcard glazer,33,Stationary plant and machine operators
2120,demography research scientist,7,Science and engineering professionals
3119,leather product technologist,13,Science and engineering associate professionals
8219,jewelry craftswoman,34,Assemblers
2356,it tutor,9,Teaching professionals
2149,solar energy engineering expert,7,Science and engineering professionals
7323,bindery machine specialist,30,Handicraft and printing workers
7541,harvest diver,32,"Food processing, wood working, garment and other craft and related trades workers"
2143,environmental mining technology engineer,7,Science and engineering professionals
2511,enterprise architect,11,Information and communications technology professionals
2166,scene director,7,Science and engineering professionals
8121,roller's second hand,33,Stationary plant and machine operators
2320,fire academy trainer,9,Teaching professionals
8141,foam rubber moulder,33,Stationary plant and machine operators
7126,heating fitter,28,"Building and related trades workers, excluding electricians"
8151,rag shaker,33,Stationary plant and machine operators
1324,station director,5,Production and specialised services managers
3324,wholesale merchandiser in agricultural raw materials,15,Business and administration associate professionals
8156,linings and other materials cuting operator,33,Stationary plant and machine operators
9129,environmental operative,36,Cleaners and helpers
3112,solid waste disposal supervisor,13,Science and engineering associate professionals
5311,day care worker,24,Personal care workers
4322,materials planner,20,Numerical and material recording clerks
2152,optoelectronics engineer,7,Science and engineering professionals
4311,cost controller,20,Numerical and material recording clerks
8131,electrolytic chlorine worker,33,Stationary plant and machine operators
1345,educational institution manager,5,Production and specialised services managers
3123,concrete finishing and laying supervisor,13,Science and engineering associate professionals
7412,lift adjuster,31,Electrical and electronic trades workers
2654,presentation scheduler,12,"Legal, social and cultural professionals"
2643,remote interpreter,12,"Legal, social and cultural professionals"
8153,gown finisher,33,Stationary plant and machine operators
2635,community education practitioner,12,"Legal, social and cultural professionals"
2310,nursing teacher,9,Teaching professionals
2433,technical salespeople in machinery,10,Business and administration professionals
8151,twist hand,33,Stationary plant and machine operators
2269,remedial therapist,8,Health professionals
5142,laser hair removal technician,22,Personal service workers
3323,textile sourcer merchandiser,15,Business and administration associate professionals
5223,surgical supplies salesperson,23,Sales workers
5244,telemarketer,23,Sales workers
9520,newsboy,40,Street and related sales and service workers
1345,head mistress,5,Production and specialised services managers
7318,hand knitter,30,Handicraft and printing workers
8160,dehydration plant operator,33,Stationary plant and machine operators
1412,snack bar manager,6,"Hospitality, retail and other services managers"
7512,piper,32,"Food processing, wood working, garment and other craft and related trades workers"
7127,air conditioning inspector,28,"Building and related trades workers, excluding electricians"
5249,vehicle rental team leader,23,Sales workers
2635,qualified social pedagogue,12,"Legal, social and cultural professionals"
7215,lead rigger,29,"Metal, machinery and related trades workers"
8141,ebonite worker,33,Stationary plant and machine operators
7532,leather goods CAD pattern maker,32,"Food processing, wood working, garment and other craft and related trades workers"
9612,recycling metal sorter,41,Refuse workers and other elementary workers
3115,equipment and vehicle technician,13,Science and engineering associate professionals
9112,cabin man,36,Cleaners and helpers
2221,clinical matron,8,Health professionals
7224,air bag buffer,29,"Metal, machinery and related trades workers"
9329,barrel washer,38,"Labourers in mining, construction, manufacturing and transport"
9622,building supervisor,41,Refuse workers and other elementary workers
5223,bus parts advisor,23,Sales workers
8152,magazine filler,33,Stationary plant and machine operators
2411,insolvency examiner,10,Business and administration professionals
9313,mason's helper,38,"Labourers in mining, construction, manufacturing and transport"
3331,customs compliance specialist in tobacco products,15,Business and administration associate professionals
3131,turbine driver,13,Science and engineering associate professionals
9411,tea masher,39,Food preparation assistants
7323,print folding technician,30,Handicraft and printing workers
3313,customer account manager,15,Business and administration associate professionals
2320,flight attendant trainer,9,Teaching professionals
3331,senior export specialist in metals and metal ores,15,Business and administration associate professionals
2411,head financial accountant,10,Business and administration professionals
7322,flexographic printing plate mounter,30,Handicraft and printing workers
2144,specialist mechatronic engineer,7,Science and engineering professionals
7534,train carriage upholstery worker,32,"Food processing, wood working, garment and other craft and related trades workers"
7531,trouser maker,32,"Food processing, wood working, garment and other craft and related trades workers"
2166,technical manager,7,Science and engineering professionals
9329,boiler trimmer,38,"Labourers in mining, construction, manufacturing and transport"
2422,parliamentary assistant,10,Business and administration professionals
5223,tobacconist salesperson,23,Sales workers
2152,instrumentation engineer technology engineer,7,Science and engineering professionals
3118,cartographer-draughtsman,13,Science and engineering associate professionals
3117,mine survey lineswoman,13,Science and engineering associate professionals
8160,spirits production worker,33,Stationary plant and machine operators
8131,benzol washer,33,Stationary plant and machine operators
1321,factory manager,5,Production and specialised services managers
7312,woodwind instrument craftsman,30,Handicraft and printing workers
2132,researcher in agriculture science,7,Science and engineering professionals
4312,surrenders administrator,20,Numerical and material recording clerks
8152,jacquard weaving technician,33,Stationary plant and machine operators
7314,brick mould maker,30,Handicraft and printing workers
2113,chief chemist,7,Science and engineering professionals
7316,engraving drilling operative,30,Handicraft and printing workers
8141,conveyor belt fitter,33,Stationary plant and machine operators
2633,diplomatic historian,12,"Legal, social and cultural professionals"
2146,gas engineer,7,Science and engineering professionals
7522,peg maker,32,"Food processing, wood working, garment and other craft and related trades workers"
2114,hydrogeologist,7,Science and engineering professionals
4222,directory enquiry operator,19,Customer services clerks
8211,robotic equipment repairer,34,Assemblers
2114,minerals exploration geologist,7,Science and engineering professionals
2411,auditors,10,Business and administration professionals
8189,hose armourer,33,Stationary plant and machine operators
3324,ship broker,15,Business and administration associate professionals
2611,member of the inner temple,12,"Legal, social and cultural professionals"
2656,business news anchor,12,"Legal, social and cultural professionals"
3259,family planner,14,Health associate professionals
5153,precinct superintendent,22,Personal service workers
1431,fitness centre manager,6,"Hospitality, retail and other services managers"
4211,mail services counter clerk,19,Customer services clerks
5322,health care provider,24,Personal care workers
5223,do it yourself shop salesperson,23,Sales workers
2511,cloud services specialist,11,Information and communications technology professionals
8350,sailor,35,Drivers and mobile plant operators
7318,smash tier,30,Handicraft and printing workers
7223,metal tipper,29,"Metal, machinery and related trades workers"
5132,glass collector,22,Personal service workers
3435,lighting designer & technician,16,"Legal, social, cultural and related associate professionals"
8151,silk twister,33,Stationary plant and machine operators
2431,analyst,10,Business and administration professionals
2642,editor/fact checker,12,"Legal, social and cultural professionals"
2310,professor of economics,9,Teaching professionals
2421,business intelligence managers,10,Business and administration professionals
8151,scutcher attendant,33,Stationary plant and machine operators
110,flight lieutenant,0,Commissioned armed forces officers
3259,plaster technician,14,Health associate professionals
2163,clothing designer,7,Science and engineering professionals
2635,social pedagogy project worker,12,"Legal, social and cultural professionals"
3332,hospitality manager,15,Business and administration associate professionals
2144,agricultural equipment technology engineering consultant,7,Science and engineering professionals
8131,petroleum refinery operator,33,Stationary plant and machine operators
2145,beer production manager,7,Science and engineering professionals
2433,technical salesperson in hardware,10,Business and administration professionals
3331,assistant export specialist in fruit and vegetables,15,Business and administration associate professionals
2131,pharmacology scholar,7,Science and engineering professionals
8189,adhesive bonding machine worker,33,Stationary plant and machine operators
2166,cartoon drawer,7,Science and engineering professionals
5223,audiology shop specialised seller,23,Sales workers
8131,paint screener,33,Stationary plant and machine operators
5169,prostitute,22,Personal service workers
5212,street food trader,23,Sales workers
3118,HVACR drafting adviser,13,Science and engineering associate professionals
3321,insurance account handler,15,Business and administration associate professionals
4110,eo,18,General and keyboard clerks
5223,furniture and lighting sales person,23,Sales workers
2359,private tutor,9,Teaching professionals
8183,end capper and sealer,33,Stationary plant and machine operators
2152,specialist in optoelectronics,7,Science and engineering professionals
7412,switchgear fitter,31,Electrical and electronic trades workers
3334,real estate manager,15,Business and administration associate professionals
3112,ultrasonic inspector,13,Science and engineering associate professionals
2310,clinical lecturer,9,Teaching professionals
3423,personal trainer and nutritionist,16,"Legal, social, cultural and related associate professionals"
1349,graphic design manager,5,Production and specialised services managers
4323,baggage flow supervisor,20,Numerical and material recording clerks
3432,assistant merchandiser,16,"Legal, social, cultural and related associate professionals"
4419,rights assistant,21,Other clerical support workers
1223,leather goods pre-production manager,4,Administrative and commercial managers
8211,lorry body assembler,34,Assemblers
2310,university lecturer,9,Teaching professionals
7543,road dispatcher,32,"Food processing, wood working, garment and other craft and related trades workers"
3112,highways superintendent,13,Science and engineering associate professionals
9313,tar mixer,38,"Labourers in mining, construction, manufacturing and transport"
7211,rammer-up,29,"Metal, machinery and related trades workers"
9629,checkroom attendant,41,Refuse workers and other elementary workers
3435,automated lighting engineer,16,"Legal, social, cultural and related associate professionals"
1420,beverages shop manager,6,"Hospitality, retail and other services managers"
3119,pipeline safety inspector,13,Science and engineering associate professionals
4322,production scheduler,20,Numerical and material recording clerks
5113,tour director,22,Personal service workers
7214,disassembly worker,29,"Metal, machinery and related trades workers"
7534,truck upholsterer,32,"Food processing, wood working, garment and other craft and related trades workers"
5223,supermarket shop worker,23,Sales workers
8219,metal furniture assembly worker,34,Assemblers
4227,telesurveys representative,19,Customer services clerks
1324, crustaceans and molluscs,5,Production and specialised services managers
7215,rope smith,29,"Metal, machinery and related trades workers"
3421,hockey player,16,"Legal, social, cultural and related associate professionals"
