ISCO,job_title,category,category_label
8132,retoucher,18,Stationary plant and machine operators
7126,wastewater distribution equipment operative,13,"Building and related trades workers, excluding electricians"
310,defence technology engineering expert,0,"Armed forces occupations, other ranks"
1223,head of business development,1,Administrative and commercial managers
9621,chief messenger,21,Refuse workers and other elementary workers
3253,community health worker,4,Health associate professionals
8181,continuous filament maker,18,Stationary plant and machine operators
3324,trainee wholesale merchant in tobacco products,6,Business and administration associate professionals
9412,food assistant,21,Food preparation assistants
3321,property underwriter,6,Business and administration associate professionals
2152,sensor and actuator engineer,3,Science and engineering professionals
2659,german wheel artist,8,"Legal, social and cultural professionals"
8131,nitroglycerin-separator worker,18,Stationary plant and machine operators
4322,machinery production inspector,9,Numerical and material recording clerks
7543,dipper checker,17,"Food processing, wood working, garment and other craft and related trades workers"
8155,fur-shaving machine tender,18,Stationary plant and machine operators
7223,fettler,14,"Metal, machinery and related trades workers"
2221,heart failure nurse,4,Health professionals
2131,botanical expert,3,Science and engineering professionals
2230,technician in homeopathy,4,Health professionals
8141,tire maker,18,Stationary plant and machine operators
2511,IT consultant,7,Information and communications technology professionals
8151,pirn winder,18,Stationary plant and machine operators
8189,slitting rewind machine operator,18,Stationary plant and machine operators
5246,counterman,11,Sales workers
3122,furnace foreman,3,Science and engineering associate professionals
1120,aquarium COO,1,"Chief executives, senior officials and legislators"
5249,rental service representative in trucks,11,Sales workers
8341,forestry tractor driver,20,Drivers and mobile plant operators
7221,automatic casting- forging machine operator,14,"Metal, machinery and related trades workers"
3123,elevator installation supervisor,3,Science and engineering associate professionals
8332,hgv multi-drop driver,20,Drivers and mobile plant operators
7512,biscuit stripper,17,"Food processing, wood working, garment and other craft and related trades workers"
8142,boat hull laminator,18,Stationary plant and machine operators
7543,music tester,17,"Food processing, wood working, garment and other craft and related trades workers"
3324,wholesale trader in dairy products and edible oils,6,Business and administration associate professionals
7126,drain technician,13,"Building and related trades workers, excluding electricians"
2422,principal clerk,6,Business and administration professionals
3132,water treatment technician,3,Science and engineering associate professionals
7212,machine operative brazer,14,"Metal, machinery and related trades workers"
3422,junior golf instructor,8,"Legal, social, cultural and related associate professionals"
1324,senior import manager in textiles and textile semi-finished and raw materials,2,Production and specialised services managers
3113,electrical and electronic equipment calibrator,3,Science and engineering associate professionals
210,quartermaster sergeant,0,Non-commissioned armed forces officers
3343,office assistant,6,Business and administration associate professionals
4221,counter sales agent,9,Customer services clerks
8142,fibreglass moulder,18,Stationary plant and machine operators
1219,manager of  chemical processing plant,1,Administrative and commercial managers
2643,etymologist,8,"Legal, social and cultural professionals"
9321,roper,22,"Labourers in mining, construction, manufacturing and transport"
7113,lithographic stone grinder,13,"Building and related trades workers, excluding electricians"
2131,scientific researcher,3,Science and engineering professionals
7543,roofing tile sorter,17,"Food processing, wood working, garment and other craft and related trades workers"
2165,geomatics surveyor,3,Science and engineering professionals
2330,academy school teacher,5,Teaching professionals
7132,automatic paint booth operator,13,"Building and related trades workers, excluding electricians"
5249,rental service representative in office machinery and equipment,11,Sales workers
5223,book superstore salesperson,11,Sales workers
2310,lecturer in engineering,5,Teaching professionals
3151,assistant ship engineer,3,Science and engineering associate professionals
2153,communications analyst,3,Science and engineering professionals
3323,estimator and buyer,6,Business and administration associate professionals
1330,development director,2,Production and specialised services managers
7532,bias cutter,17,"Food processing, wood working, garment and other craft and related trades workers"
5223,antique dealer,11,Sales workers
8160,fat-purification worker,18,Stationary plant and machine operators
3255,dynamic relaxation methods practitioner,4,Health associate professionals
7222,jig and gauge maker,14,"Metal, machinery and related trades workers"
7323,perfect bindery technician,15,Handicraft and printing workers
3323,purchasing engineer,6,Business and administration associate professionals
6222,fisheries boatman,12,"Market-oriented skilled forestry, fishery and hunting workers"
3422,ski teacher,8,"Legal, social, cultural and related associate professionals"
5414,armoured truck guard,10,Protective services workers
8131,butt haulier,18,Stationary plant and machine operators
2621,aquarium record keeper,8,"Legal, social and cultural professionals"
8343,ski tow operator,20,Drivers and mobile plant operators
2642,sports analyst,8,"Legal, social and cultural professionals"
9112,super,21,Cleaners and helpers
3412,disability support worker,8,"Legal, social, cultural and related associate professionals"
9629,ride & attraction operator,21,Refuse workers and other elementary workers
7543,lumber proofer,17,"Food processing, wood working, garment and other craft and related trades workers"
2310,healthcare lector,5,Teaching professionals
1219,facilities administrator,1,Administrative and commercial managers
2514,numerical process control  set up operator,7,Information and communications technology professionals
5249,rental advisor in construction and civil engineering machinery,11,Sales workers
2411,examiner,6,Business and administration professionals
3412,life mentor,8,"Legal, social, cultural and related associate professionals"
1324,assistant logistics manager,2,Production and specialised services managers
7316,traffic sign maker,15,Handicraft and printing workers
7233,furnace fitter,14,"Metal, machinery and related trades workers"
3412,club leader,8,"Legal, social, cultural and related associate professionals"
4212,table gaming dealer,9,Customer services clerks
7233,building construction equipment operator,14,"Metal, machinery and related trades workers"
8332,drayman,20,Drivers and mobile plant operators
1324,courier service owner,2,Production and specialised services managers
2166,TV lighting director,3,Science and engineering professionals
3332,exhibition coordinator,6,Business and administration associate professionals
2145,pulp paper engineer,3,Science and engineering professionals
3115,optomechanical engineering assistant,3,Science and engineering associate professionals
8342,surfacing worker,20,Drivers and mobile plant operators
8172,mitre saw technician,18,Stationary plant and machine operators
7314,sanitary ware mason,15,Handicraft and printing workers
2421,clinical trials coordinator,6,Business and administration professionals
3254,eyewear technician,4,Health associate professionals
5111,passenger services assistant,10,Personal service workers
3324,wholesale merchant in electrical household appliances,6,Business and administration associate professionals
9312,traffic sign erector,22,"Labourers in mining, construction, manufacturing and transport"
7543,bus examiner,17,"Food processing, wood working, garment and other craft and related trades workers"
1213,clerk to the board,1,Administrative and commercial managers
5223,organic fruit specialised seller,11,Sales workers
5223,parts assistant,11,Sales workers
3521,vision engineer,7,Information and communications technicians
2652,clarinet player,8,"Legal, social and cultural professionals"
2424,training supervisor,6,Business and administration professionals
8172,timber converter,18,Stationary plant and machine operators
9329,metal yard man,22,"Labourers in mining, construction, manufacturing and transport"
8160,beverage filtration expert,18,Stationary plant and machine operators
8211,motor vehicle assembly tester,19,Assemblers
8154,burr crusher,18,Stationary plant and machine operators
4321,chief stores inspector,9,Numerical and material recording clerks
5414,security guard chief,10,Protective services workers
3423,sport and exercise therapist,8,"Legal, social, cultural and related associate professionals"
1324,trainee export manager in mining,2,Production and specialised services managers
2166,visual effects animator,3,Science and engineering professionals
3131,hydropower plant operator,3,Science and engineering associate professionals
2511,IT business analysis manager,7,Information and communications technology professionals
8212,electronic musical instrument craftswoman,19,Assemblers
8114,compo moulder,18,Stationary plant and machine operators
2412,public funding advisor,6,Business and administration professionals
2330,secondary school modern languages tutor,5,Teaching professionals
7112,contractor,13,"Building and related trades workers, excluding electricians"
2152,computer hardware technology engineering expert,3,Science and engineering professionals
7313,silver chaser,15,Handicraft and printing workers
7223,laser cutting machine set-up operator,14,"Metal, machinery and related trades workers"
3119,quality control analyst,3,Science and engineering associate professionals
7534,aircraft interior electrical mecanic,17,"Food processing, wood working, garment and other craft and related trades workers"
3112,construction services inspector,3,Science and engineering associate professionals
2632,marine archaeology analyst,8,"Legal, social and cultural professionals"
8171,super calenderman,18,Stationary plant and machine operators
3311,energy stock analyst,6,Business and administration associate professionals
3435,location scout,8,"Legal, social, cultural and related associate professionals"
2423,corporate business analyst,6,Business and administration professionals
3112,construction control surveyor,3,Science and engineering associate professionals
2166,digital designer,3,Science and engineering professionals
8160,beverage carbonation worker,18,Stationary plant and machine operators
7421,marine line inspector,16,Electrical and electronic trades workers
2432,social media specialist,6,Business and administration professionals
7543,qa inspector,17,"Food processing, wood working, garment and other craft and related trades workers"
8171,compressor operator,18,Stationary plant and machine operators
1342,clinical information systems supervisor,2,Production and specialised services managers
8142,plastic trimmer,18,Stationary plant and machine operators
8121,tube stretcher,18,Stationary plant and machine operators
8331,trolleybus driver,20,Drivers and mobile plant operators
4419,foreign language correspondence clerk,9,Other clerical support workers
3324,business to business sales consultant,6,Business and administration associate professionals
9313,estate agent's jobber,22,"Labourers in mining, construction, manufacturing and transport"
3315,insurance claims handler,6,Business and administration associate professionals
2166,3D computer animation artist,3,Science and engineering professionals
3341,witness service manager,6,Business and administration associate professionals
2310,political studies instructor,5,Teaching professionals
2423,career guidance practitioner,6,Business and administration professionals
5419,forensic analyst,10,Protective services workers
8160,lard renderer,18,Stationary plant and machine operators
3324,wholesale buyer in flowers and plants,6,Business and administration associate professionals
3131,nuclear reactor worker,3,Science and engineering associate professionals
2310,computer science lector,5,Teaching professionals
8322,charity bag collector,20,Drivers and mobile plant operators
2643,localisation games tester,8,"Legal, social and cultural professionals"
3141,zoology technician,3,Science and engineering associate professionals
9629,laundromat worker,21,Refuse workers and other elementary workers
8219,plastic products cutter/assembler,19,Assemblers
3118,3D printing repairer,3,Science and engineering associate professionals
2351,educational researcher,5,Teaching professionals
7313,jewellery design consultant,15,Handicraft and printing workers
1321,wastewater systems manager,2,Production and specialised services managers
2152,computer-aided translation engineer,3,Science and engineering professionals
2651,interactive video artist,8,"Legal, social and cultural professionals"
9123,window washer,21,Cleaners and helpers
8160,oil expeller attendant,18,Stationary plant and machine operators
1420,bathroom superstore manager,2,"Hospitality, retail and other services managers"
5322,driver-escort,10,Personal care workers
3331,trainee export specialist in chemical products,6,Business and administration associate professionals
5243,baker's deliveryman,11,Sales workers
8171,making machinist,18,Stationary plant and machine operators
2634,expert psychotherapist,8,"Legal, social and cultural professionals"
7125,mobile windscreen repairer,13,"Building and related trades workers, excluding electricians"
3323,buying agent,6,Business and administration associate professionals
3214,hearing instrument specialist,4,Health associate professionals
7522,period furniture carver,17,"Food processing, wood working, garment and other craft and related trades workers"
3112,fire inspector,3,Science and engineering associate professionals
4419,business administrator,9,Other clerical support workers
7223,CNC set-up technician,14,"Metal, machinery and related trades workers"
8131,soap chipping machine operative,18,Stationary plant and machine operators
2341,teacher in a primary school,5,Teaching professionals
5223,pharmacy salesperson,11,Sales workers
2652,banjo player,8,"Legal, social and cultural professionals"
8156,clicking presser,18,Stationary plant and machine operators
8122,bench filing machine setter,18,Stationary plant and machine operators
3353,pensions technician,6,Business and administration associate professionals
1219,power plant manager,1,Administrative and commercial managers
1439,caravan site operator,2,"Hospitality, retail and other services managers"
2310,university lecturer in architecture,5,Teaching professionals
3115,marine technologist,3,Science and engineering associate professionals
7214,boat fitter,14,"Metal, machinery and related trades workers"
8160,sugar refinery operator,18,Stationary plant and machine operators
7113,bespoke stone engraver,13,"Building and related trades workers, excluding electricians"
1322,offshore installations manager,2,Production and specialised services managers
2643,language specialist,8,"Legal, social and cultural professionals"
8189,slitting machine operative,18,Stationary plant and machine operators
8142,fiberglass laminator,18,Stationary plant and machine operators
8153,sleeving machinist,18,Stationary plant and machine operators
7132,wagon painter,13,"Building and related trades workers, excluding electricians"
3257,pollution officer,4,Health associate professionals
7536,brusher-up,17,"Food processing, wood working, garment and other craft and related trades workers"
8142,thermoplastic moulding operative,18,Stationary plant and machine operators
2120,operational research scientist,3,Science and engineering professionals
3331,trainee import specialist in live animals,6,Business and administration associate professionals
1324,senior live animals distribution manager,2,Production and specialised services managers
7411,solar energy technician,16,Electrical and electronic trades workers
7543,ammunition viewer,17,"Food processing, wood working, garment and other craft and related trades workers"
3118,electromechanics draftsperson,3,Science and engineering associate professionals
1324,import export manager,2,Production and specialised services managers
8171,paper machine specialist,18,Stationary plant and machine operators
2310,professor of pharmacy,5,Teaching professionals
7536,pattern designer and cutter,17,"Food processing, wood working, garment and other craft and related trades workers"
9510,trolley attendant,21,Street and related sales and service workers
7211,core blower,14,"Metal, machinery and related trades workers"
310,military engineer,0,"Armed forces occupations, other ranks"
7232,aircraft de-icing equipment installation technician,14,"Metal, machinery and related trades workers"
1431,skating rink manager,2,"Hospitality, retail and other services managers"
5249,rental sales manager in air transport equipment,11,Sales workers
2522,it administrator,7,Information and communications technology professionals
2310,lector in psychology,5,Teaching professionals
7125,window and door fabricator,13,"Building and related trades workers, excluding electricians"
7316,brush stamper,15,Handicraft and printing workers
8160,bread making machine operator,18,Stationary plant and machine operators
3154,aircraft maintenance inspector,3,Science and engineering associate professionals
4223,alarm centre dispatcher,9,Customer services clerks
7319,coil taper,15,Handicraft and printing workers
5163,bereavement manager,10,Personal service workers
2642,fashion vlogger,8,"Legal, social and cultural professionals"
8312,railway signalman,20,Drivers and mobile plant operators
2431,marketing and sales coordinator,6,Business and administration professionals
2421,clinical effectiveness facilitator,6,Business and administration professionals
2412,policy officer,6,Business and administration professionals
9312,ultra rail flaw detector operator,22,"Labourers in mining, construction, manufacturing and transport"
8322,cabman,20,Drivers and mobile plant operators
2114,oceanography researcher,3,Science and engineering professionals
9112,sanitary attendant,21,Cleaners and helpers
8160,carbonator,18,Stationary plant and machine operators
9333,spares selector,22,"Labourers in mining, construction, manufacturing and transport"
7233,industrial machine mechanic,14,"Metal, machinery and related trades workers"
5169,youth club helper,10,Personal service workers
7536,shoe cutter,17,"Food processing, wood working, garment and other craft and related trades workers"
6113,landscape worker,12,Market-oriented skilled agricultural workers
7214,stem plater,14,"Metal, machinery and related trades workers"
5412,state police officer,10,Protective services workers
2433,chemical products technical field sales representative,6,Business and administration professionals
5223,clothing specialized seller,11,Sales workers
2163,textile colourist,3,Science and engineering professionals
8160,nibber,18,Stationary plant and machine operators
8212,solderer of electronics,19,Assemblers
8157,dry cleaning operative,18,Stationary plant and machine operators
9313,hod carrier,22,"Labourers in mining, construction, manufacturing and transport"
8143,box cutter,18,Stationary plant and machine operators
4221,reservations control officer,9,Customer services clerks
2652,drummer,8,"Legal, social and cultural professionals"
2413,financial markets report writer,6,Business and administration professionals
2431,promotions assistant,6,Business and administration professionals
3331,assistant export specialist in household goods,6,Business and administration associate professionals
5223,chemists shop assistant,11,Sales workers
2267,qualified orthoptist,4,Health professionals
2635,early years professional,8,"Legal, social and cultural professionals"
7322,film setter,15,Handicraft and printing workers
7543,cycle examiner,17,"Food processing, wood working, garment and other craft and related trades workers"
2262,specialist in pharmacy,4,Health professionals
9621,door boy,21,Refuse workers and other elementary workers
7318,net maker,15,Handicraft and printing workers
1111,under secretary of state,1,"Chief executives, senior officials and legislators"
7223,heat treatment furnace operator,14,"Metal, machinery and related trades workers"
7221,forged nail maker,14,"Metal, machinery and related trades workers"
2153,radio transmitter engineer,3,Science and engineering professionals
1321,footwear quality manager,2,Production and specialised services managers
7314,handmade-brick moulder,15,Handicraft and printing workers
9629,red coat,21,Refuse workers and other elementary workers
3112,water treatment engineering technician,3,Science and engineering associate professionals
7213,decorative coppersmith,14,"Metal, machinery and related trades workers"
7317,artisan woodworker,15,Handicraft and printing workers
1324,computers,2,Production and specialised services managers
2632,cultural scientist,8,"Legal, social and cultural professionals"
8181,dryer kiln operator,18,Stationary plant and machine operators
7536,leather goods hand stitcher,17,"Food processing, wood working, garment and other craft and related trades workers"
8172,band saw operator,18,Stationary plant and machine operators
7212,welder-fitter,14,"Metal, machinery and related trades workers"
8111,surface dewaterer,18,Stationary plant and machine operators
3253,first aid instructor,4,Health associate professionals
2310,university earth sciences lecturer,5,Teaching professionals
3331,senior import export specialist in agricultural raw materials,6,Business and administration associate professionals
4312,commission agent's assistant,9,Numerical and material recording clerks
8153,serger machine operator,18,Stationary plant and machine operators
3435,clapper loader,8,"Legal, social, cultural and related associate professionals"
8212,coil former,19,Assemblers
7522,picture frame maker,17,"Food processing, wood working, garment and other craft and related trades workers"
3122,leather tannery supervisor,3,Science and engineering associate professionals
7523,nailing machine operator,17,"Food processing, wood working, garment and other craft and related trades workers"
9623,billing information reader,21,Refuse workers and other elementary workers
5131,head waiter/head waitress,10,Personal service workers
3135,electric furnaceman,3,Science and engineering associate professionals
2643,legal linguistic specialist,8,"Legal, social and cultural professionals"
3324,wholesale merchandiser in meat and meat products,6,Business and administration associate professionals
2431,online sales channel marketer,6,Business and administration professionals
3311,mutual fund sales agents,6,Business and administration associate professionals
8342,construction worker on roads,20,Drivers and mobile plant operators
8160,tobacco worker,18,Stationary plant and machine operators
3153,light air craft charter pilot,3,Science and engineering associate professionals
7223,hand turner,14,"Metal, machinery and related trades workers"
1420,delicatessen shop manager,2,"Hospitality, retail and other services managers"
9329,aircraft worker,22,"Labourers in mining, construction, manufacturing and transport"
4223,radio controller,9,Customer services clerks
8122,impregnating tank operator,18,Stationary plant and machine operators
2511,ICT system analysts,7,Information and communications technology professionals
3258,ambulance crew,4,Health associate professionals
5246,customer care assistant,11,Sales workers
3131,solar electricity power plant operative,3,Science and engineering associate professionals
2144,agricultural systems specalist,3,Science and engineering professionals
2642,news writer,8,"Legal, social and cultural professionals"
4313,wages and control officer,9,Numerical and material recording clerks
3323,senior buyer planner,6,Business and administration associate professionals
9112,chambermaid-housekeeper,21,Cleaners and helpers
4312,insurance administration clerk,9,Numerical and material recording clerks
3411,rent bailiff,8,"Legal, social, cultural and related associate professionals"
7522,frame-making machine tender,17,"Food processing, wood working, garment and other craft and related trades workers"
1120,ceo,1,"Chief executives, senior officials and legislators"
2152,engineer of medical devices,3,Science and engineering professionals
2151,power station engineer,3,Science and engineering professionals
2411,dividend and coupon analyst,6,Business and administration professionals
2330,secondary school computing teacher,5,Teaching professionals
8219,woollen comb pinner,19,Assemblers
2423,equal opportunities officer,6,Business and administration professionals
2422,grade b,6,Business and administration professionals
3119,leather technologist,3,Science and engineering associate professionals
7233,fire extinguisher engineer,14,"Metal, machinery and related trades workers"
3432, builder & dresser,8,"Legal, social, cultural and related associate professionals"
7132,anti- corrosion surface treatment operator,13,"Building and related trades workers, excluding electricians"
5162,servant,10,Personal service workers
8155,measuring leather machine operator,18,Stationary plant and machine operators
6221,fish culturist,12,"Market-oriented skilled forestry, fishery and hunting workers"
2120,demography studies analyst,3,Science and engineering professionals
2653,singer & dancer,8,"Legal, social and cultural professionals"
8322,chauffeur-valet,20,Drivers and mobile plant operators
9321,maker-up,22,"Labourers in mining, construction, manufacturing and transport"
5322,escort-driver,10,Personal care workers
4110,ap(t),9,General and keyboard clerks
2144,container equipment designer,3,Science and engineering professionals
2310,professor of architecture,5,Teaching professionals
7322,bronzing machinist,15,Handicraft and printing workers
2352,SEN teacher,5,Teaching professionals
3412,care worker (homecare),8,"Legal, social, cultural and related associate professionals"
7543,electrical control panel tester,17,"Food processing, wood working, garment and other craft and related trades workers"
8160,gasifier operator,18,Stationary plant and machine operators
6210,woodland ranger,12,"Market-oriented skilled forestry, fishery and hunting workers"
2146,oilfield driller,3,Science and engineering professionals
7322,foil blocking technician,15,Handicraft and printing workers
8343,grab driver,20,Drivers and mobile plant operators
3412,district team leader,8,"Legal, social, cultural and related associate professionals"
8219,dissected map maker,19,Assemblers
7323,print folding operator,15,Handicraft and printing workers
2310,economics professor,5,Teaching professionals
3412,senior care worker,8,"Legal, social, cultural and related associate professionals"
7322,flexographic printing inspection operator,15,Handicraft and printing workers
7113,river,13,"Building and related trades workers, excluding electricians"
3123,project supervisor (lift installation),3,Science and engineering associate professionals
4211,banking adviser,9,Customer services clerks
3331,graduate import export specialist in china and glassware,6,Business and administration associate professionals
3321,accident and sickness insurance underwriter,6,Business and administration associate professionals
4415,copy printer,9,Other clerical support workers
3122,malt house manager,3,Science and engineering associate professionals
7412,auto technician,16,Electrical and electronic trades workers
2141,leather production planner and scheduler,3,Science and engineering professionals
3512,ICT help desk manager,7,Information and communications technicians
2142,road engineer,3,Science and engineering professionals
3432,blacksmith welder,8,"Legal, social, cultural and related associate professionals"
8181,glass product production worker,18,Stationary plant and machine operators
7323,leather binder,15,Handicraft and printing workers
3119,resident technical support,3,Science and engineering associate professionals
8156,sole trimer,18,Stationary plant and machine operators
2636,missionary preacher,8,"Legal, social and cultural professionals"
2422,labour market policy analyst,6,Business and administration professionals
1324,senior meat and meat products distribution manager,2,Production and specialised services managers
8154,feather curler,18,Stationary plant and machine operators
3423,fitness trainer,8,"Legal, social, cultural and related associate professionals"
2310,veterinary medicine professor,5,Teaching professionals
3256,orthopedic assistant,4,Health associate professionals
2619,coordinators for court jury,8,"Legal, social and cultural professionals"
7126,sewer pipe line construction supervisor,13,"Building and related trades workers, excluding electricians"
2633,parliamentary researcher,8,"Legal, social and cultural professionals"
8153,carpet mender,18,Stationary plant and machine operators
2356,blended learning trainer,5,Teaching professionals
7223,straightening press operative,14,"Metal, machinery and related trades workers"
3431,micro filmer,8,"Legal, social, cultural and related associate professionals"
5249,rental service team leader,11,Sales workers
2635,juvenile probation officer,8,"Legal, social and cultural professionals"
3123,civil engineering foreman,3,Science and engineering associate professionals
7112,drystone dyker,13,"Building and related trades workers, excluding electricians"
3512,IT help desk advisor,7,Information and communications technicians
9313,construction operative,22,"Labourers in mining, construction, manufacturing and transport"
2114,exploration geology research analyst,3,Science and engineering professionals
2642,music critic,8,"Legal, social and cultural professionals"
3123,decorator,3,Science and engineering associate professionals
7311,time piece fixer,15,Handicraft and printing workers
7422,mobile devices technicians,16,Electrical and electronic trades workers
2131,consultant aquaculture biologist,3,Science and engineering professionals
8189,refrigerator operator,18,Stationary plant and machine operators
8111,delinter,18,Stationary plant and machine operators
9629,changing room assistant,21,Refuse workers and other elementary workers
2651,strip cartoonist,8,"Legal, social and cultural professionals"
3353,fraud investigation officer,6,Business and administration associate professionals
7321,raiser,15,Handicraft and printing workers
2144,aerodynamic technology engineering expert,3,Science and engineering professionals
2330,art tutor in high school,5,Teaching professionals
210,bomb disposal engineer,0,Non-commissioned armed forces officers
2431,graduate trainee pricing specialist,6,Business and administration professionals
2643,computational lexicographer,8,"Legal, social and cultural professionals"
7221,smith's assistant,14,"Metal, machinery and related trades workers"
8159,mattress making machine operative,18,Stationary plant and machine operators
7222,fitter and marker-off,14,"Metal, machinery and related trades workers"
2153,traffic signal engineer,3,Science and engineering professionals
7322,machine boy,15,Handicraft and printing workers
4212,course clerk,9,Customer services clerks
2310,lecturer of religion,5,Teaching professionals
1420,mercers store manager,2,"Hospitality, retail and other services managers"
3412,support broker,8,"Legal, social, cultural and related associate professionals"
7119,ceiling erector,13,"Building and related trades workers, excluding electricians"
8121,salt bath operator,18,Stationary plant and machine operators
7318,lace worker,15,Handicraft and printing workers
2269,radiologic technologist,4,Health professionals
3411,land registrar,8,"Legal, social, cultural and related associate professionals"
7313,jewelery repairer,15,Handicraft and printing workers
3257,health facilities surveyor,4,Health associate professionals
8219,bolter-up,19,Assemblers
1330,computer services manager,2,Production and specialised services managers
4415,index compiler,9,Other clerical support workers
5142,makeup and hair artist,10,Personal service workers
5132,bar steward,10,Personal service workers
2151,thermographic engineer,3,Science and engineering professionals
2423,equality and diversity officer,6,Business and administration professionals
1420,soft and alcoholic drinks shop manager,2,"Hospitality, retail and other services managers"
3513,systems executive,7,Information and communications technicians
8171,paper products machine technician,18,Stationary plant and machine operators
7522,frame maker,17,"Food processing, wood working, garment and other craft and related trades workers"
5131,event server,10,Personal service workers
1324, construction and civil engineering machinery logistics planner,2,Production and specialised services managers
7312,pipe organ constructor,15,Handicraft and printing workers
3119,automation control inspector,3,Science and engineering associate professionals
5223,antiques shop specialised seller,11,Sales workers
2141,engineer in automation systems,3,Science and engineering professionals
3116,hazardous waste technician,3,Science and engineering associate professionals
1221,indirect category manager,1,Administrative and commercial managers
2511,ICT auditor,7,Information and communications technology professionals
2310,art studies lecturer,5,Teaching professionals
6210,timber contractor,12,"Market-oriented skilled forestry, fishery and hunting workers"
2411,taxation accountant,6,Business and administration professionals
7522,pallet repairer,17,"Food processing, wood working, garment and other craft and related trades workers"
3155,air traffic safety hardware specialist,3,Science and engineering associate professionals
2631,development officer,8,"Legal, social and cultural professionals"
3154,controller of aircraft,3,Science and engineering associate professionals
2421,management development adviser,6,Business and administration professionals
7512,chocolate filler,17,"Food processing, wood working, garment and other craft and related trades workers"
7125,window leader,13,"Building and related trades workers, excluding electricians"
7222,custom gun builder,14,"Metal, machinery and related trades workers"
3112,drainage technician,3,Science and engineering associate professionals
5312,primary school instructional assistant,10,Personal care workers
2511,it analyst,7,Information and communications technology professionals
4322,works controller,9,Numerical and material recording clerks
6114,crop production manager,12,Market-oriented skilled agricultural workers
1324,assistant import manager in chemical products,2,Production and specialised services managers
2153,telecommunications designer,3,Science and engineering professionals
5142,special effects and make-up artist,10,Personal service workers
3257,legislation and controls advisor,4,Health associate professionals
1324,assistant watches and jewellery distribution manager,2,Production and specialised services managers
3119,utilities inspector,3,Science and engineering associate professionals
8151,drawing box attendant,18,Stationary plant and machine operators
1324,assistant import manager in waste and scrap,2,Production and specialised services managers
7511,butchery expert,17,"Food processing, wood working, garment and other craft and related trades workers"
2166,casting coordinator,3,Science and engineering professionals
5312,supervisory assistant,10,Personal care workers
7223,drill operating technician,14,"Metal, machinery and related trades workers"
8114,slate granule mixer operator,18,Stationary plant and machine operators
2165,hydrographer,3,Science and engineering professionals
3230,herbal medicine practitioner,4,Health associate professionals
2351,school inspector,5,Teaching professionals
2622,library assistant,8,"Legal, social and cultural professionals"
7223,nut maker,14,"Metal, machinery and related trades workers"
1112,public service director,1,"Chief executives, senior officials and legislators"
5249,rental service representative in water transport equipment,11,Sales workers
2310,university teacher of medicine,5,Teaching professionals
3115,boat engine inspector,3,Science and engineering associate professionals
2144,coach production process engineer,3,Science and engineering professionals
2145,biochemical engineering researcher,3,Science and engineering professionals
2131,pharmacology research scientist,3,Science and engineering professionals
7532,milliner's copyist,17,"Food processing, wood working, garment and other craft and related trades workers"
8143,paper tube machinist,18,Stationary plant and machine operators
3115,rotary aircraft engine inspector,3,Science and engineering associate professionals
3412,settlement worker,8,"Legal, social, cultural and related associate professionals"
1213,strategic business planning manager,1,Administrative and commercial managers
2351,curriculum administrator,5,Teaching professionals
7313,filigree craftsman,15,Handicraft and printing workers
2612,recorder,8,"Legal, social and cultural professionals"
8181,glass mixer,18,Stationary plant and machine operators
8121,extruder machine tender,18,Stationary plant and machine operators
8211,vehicle production body assembler,19,Assemblers
1439,driving school owner,2,"Hospitality, retail and other services managers"
7131,construction painter,13,"Building and related trades workers, excluding electricians"
2144,engineering officer,3,Science and engineering professionals
2165,river surveyor,3,Science and engineering professionals
3339,contracts coordinator,6,Business and administration associate professionals
1345,head teacher of secondary school,2,Production and specialised services managers
5165,car driver training instructor,10,Personal service workers
8219,wire brush finisher,19,Assemblers
3412,drug and alcohol support worker,8,"Legal, social, cultural and related associate professionals"
3212,pathology laboratory technician,4,Health associate professionals
7211,mould maker,14,"Metal, machinery and related trades workers"
8181,frit kiln man,18,Stationary plant and machine operators
8159,cuttling machinist,18,Stationary plant and machine operators
2320,auxiliary nursing and midwifery vocational trainer,5,Teaching professionals
8122,gold plater,18,Stationary plant and machine operators
8160,filter cigarette-making machine operator,18,Stationary plant and machine operators
3112,highways maintenance technician,3,Science and engineering associate professionals
2422,political advisor,6,Business and administration professionals
1213,clerk of the council,1,Administrative and commercial managers
1349,manager of airside safety,2,Production and specialised services managers
4419,marketing administrator,9,Other clerical support workers
3512,ICT service desk manager,7,Information and communications technicians
2166,director of photography,3,Science and engineering professionals
2352,early years special needs teacher,5,Teaching professionals
8131,fermentation process worker,18,Stationary plant and machine operators
7322,flexographic operator,15,Handicraft and printing workers
8154,blanket washer,18,Stationary plant and machine operators
2269,kinesiology scientist,4,Health professionals
8131,chemicals fermenter worker,18,Stationary plant and machine operators
2144,precision engineers,3,Science and engineering professionals
2529,chief information security officer,7,Information and communications technology professionals
2659,street theatre artist,8,"Legal, social and cultural professionals"
8189,armouring machine driver,18,Stationary plant and machine operators
3332,wedding coordinator,6,Business and administration associate professionals
2422,constituency assistant,6,Business and administration professionals
6113,seed worker,12,Market-oriented skilled agricultural workers
2144,HVAC systems engineer,3,Science and engineering professionals
7223,tyre turner,14,"Metal, machinery and related trades workers"
2151,power generation systems engineer,3,Science and engineering professionals
8131,nitro-separator operative,18,Stationary plant and machine operators
