ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
2165,topographer,21,Science and engineering professionals,2,Professionals
7126,storm water drain technician,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
2310,sociology instructor,23,Teaching professionals,2,Professionals
8219,tub assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
8153,clothing alteration operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2654,line producer,26,"Legal, social and cultural professionals",2,Professionals
2262,clinical pharmacologist,22,Health professionals,2,Professionals
8153,cushion slipper,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7313,jewellery polisher,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2320,PCV driving instructor,23,Teaching professionals,2,Professionals
2142,geological engineering adviser,21,Science and engineering professionals,2,Professionals
2633,genealogist,26,"Legal, social and cultural professionals",2,Professionals
8160,dryer attendant,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3257,waste awareness officer,32,Health associate professionals,3,Technicians and Associate Professionals
8131,stripper and setter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3122,inspector of mechanics,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3133,CCTV control room operator,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8219,feather mounter,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
1345,school department head,13,Production and Specialized Services Managers,1,Managers
1412,snack bar manager,14,"Hospitality, retail and other services managers",1,Managers
5311,room leader,53,Personal care workers,5,Service and Sales Workers
3324,energy broker,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3313,client account manager,33,Business and administration associate professionals,3,Technicians and Associate Professionals
9629,car park assistant,96,Refuse workers and other elementary workers,9,Elementary Occupations
2424,sales training officer,24,Business and administration professionals,2,Professionals
4312,broker assistant,43,Numerical and material recording clerks,4,Clerical Support Workers
2412,corporate investment adviser,24,Business and administration professionals,2,Professionals
5165,Cat D driving instructor,51,Personal service workers,5,Service and Sales Workers
7316,wooden items painter,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7223,cylindrical grinder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2632,behavioural science researcher,26,"Legal, social and cultural professionals",2,Professionals
1213, compliance and information security in gaming,12,Administrative and commercial managers,1,Managers
5164,dog visitor,51,Personal service workers,5,Service and Sales Workers
8181,fibre glass worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9311,stone loader,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2269,veterinary osteopathic therapist,22,Health professionals,2,Professionals
2351,academic adviser,23,Teaching professionals,2,Professionals
1324,assistant wood and construction materials distribution manager,13,Production and Specialized Services Managers,1,Managers
8343,onsetter's assistant,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
7531,glove worker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2632,biological anthropologist,26,"Legal, social and cultural professionals",2,Professionals
2351,inspector of education,23,Teaching professionals,2,Professionals
8151,roving piler,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7533,tent finisher,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3112,construction QA QS manager,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2433,sales engineer,24,Business and administration professionals,2,Professionals
2152,engineer in sensor technology,21,Science and engineering professionals,2,Professionals
7315,servitor,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8311,engineman,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3132,water plant technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7223,vertical boring machine operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3435,principal dresser,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8343,belt minder,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3152,tug mate,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8153,needlework hand,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2641,book editor and consultant,26,"Legal, social and cultural professionals",2,Professionals
8153,machine pointer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7534,aircraft electrical inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
5311,nneb,53,Personal care workers,5,Service and Sales Workers
6130,estate bailiff,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
2619,public notary,26,"Legal, social and cultural professionals",2,Professionals
3255,shiatsu massage therapist,32,Health associate professionals,3,Technicians and Associate Professionals
8121,rackman,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8121,steel tube heater,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8156,stiffener moulder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9621,porter-signalman,96,Refuse workers and other elementary workers,9,Elementary Occupations
4321,stores coordinator,43,Numerical and material recording clerks,4,Clerical Support Workers
3132,waste-burning plant operative,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8159,umbrella coverer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9329,knocker-off,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
1219,water plant treatment manager,12,Administrative and commercial managers,1,Managers
5249,rental sales manager in air transport equipment,52,Sales workers,5,Service and Sales Workers
8151,coiler weigher,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8350,fisherwoman,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2166,3D stop-motion animator,21,Science and engineering professionals,2,Professionals
8111,loader attendant,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3122,chemical processing quality supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5411,mine rescue officer,54,Protective services workers,5,Service and Sales Workers
7543,plywood quailty grader,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8151,reeler and lacer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3121,surface foreman,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5419,emergency response mission worker,54,Protective services workers,5,Service and Sales Workers
3352,band d,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7114,granolithic floor layer,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
8131,reproduction operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7323,book-sewing machine technician,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7223,laser drill set-up technician,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2144,agricultural equipment engineering adviser,21,Science and engineering professionals,2,Professionals
1344,social services manager,13,Production and Specialized Services Managers,1,Managers
2643,scandinavist,26,"Legal, social and cultural professionals",2,Professionals
7223,dandy roll maker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8142,plastics filer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3151,maritime duty engineer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2133,soil technician,21,Science and engineering professionals,2,Professionals
7231,hgv mechanic,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5164,animal groomers,51,Personal service workers,5,Service and Sales Workers
3431,architecture photographer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8331,busman,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
1349,manager of aviation frequencies and communications,13,Production and Specialized Services Managers,1,Managers
2310,university computer science teacher,23,Teaching professionals,2,Professionals
2310,literature docent,23,Teaching professionals,2,Professionals
3115,military aircraft engine inspector,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
4132,adding machinist,41,General and keyboard clerks,4,Clerical Support Workers
2144,naval designer,21,Science and engineering professionals,2,Professionals
3122,precision maintenance and assembly supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1324,china and glassware supply chain manager,13,Production and Specialized Services Managers,1,Managers
8160,filter cigarette-making machine operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2642,editorial director,26,"Legal, social and cultural professionals",2,Professionals
7313,filagree maker,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8172,planer specialist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8189,slitting machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7543,timber measurer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3412,probation services assistant,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8151,bristle dresser,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1324,maritime water transportation managing director,13,Production and Specialized Services Managers,1,Managers
7315,tube cutter,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1349,airspace and air traffic manager,13,Production and Specialized Services Managers,1,Managers
9313,electrician's helper,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7523,wood machinist,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
5246,dining room help,52,Sales workers,5,Service and Sales Workers
6112,farm machinery operator,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
3423,indoor cycling instructor,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
9329,bogie cleaner,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
1431,equestrian centre manager,14,"Hospitality, retail and other services managers",1,Managers
2356,computer literacy instructor,23,Teaching professionals,2,Professionals
7312,woodwind instrument craftsman,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2643,legal linguistic specialist,26,"Legal, social and cultural professionals",2,Professionals
5223,butchery store specialised seller,52,Sales workers,5,Service and Sales Workers
3112,track quality inspector,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8181,periodic kiln burner,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2264,senior specialist physiotherapist,22,Health professionals,2,Professionals
3435,prop coordinator,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8156,automated cutting system operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1330,systems development manager,13,Production and Specialized Services Managers,1,Managers
9629,door receptionist,96,Refuse workers and other elementary workers,9,Elementary Occupations
2411,bursar,24,Business and administration professionals,2,Professionals
7533,sew on machinist,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2431,market information controller,24,Business and administration professionals,2,Professionals
7223,butt cap maker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
1431,community center manager,14,"Hospitality, retail and other services managers",1,Managers
3331,trainee import specialist in textiles and textile semi-finished and raw materials,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3131,control assistant,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5164,greyhound trainer,51,Personal service workers,5,Service and Sales Workers
9333,despatch hand,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7311,surgical device assembler,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8212,coil assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
2424,personal development coach,24,Business and administration professionals,2,Professionals
1342,medical director,13,Production and Specialized Services Managers,1,Managers
7213,kettle maker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
1431,lottery managing director,14,"Hospitality, retail and other services managers",1,Managers
7318,rover,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1211,group accounting manager,12,Administrative and commercial managers,1,Managers
7213,motor body maker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
1349,medical laboratory manager,13,Production and Specialized Services Managers,1,Managers
8154,lace cleaner,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4221,travel supervisor,42,Customer services clerks,4,Clerical Support Workers
7223,plastic drill press operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5142,spa attendant,51,Personal service workers,5,Service and Sales Workers
3359,community cohesion officer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
6121,equine yard managers,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
1321,boat yard manager,13,Production and Specialized Services Managers,1,Managers
7119,scaffolding labourer,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
8131,fuel block maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
5221,newspaper agent,52,Sales workers,5,Service and Sales Workers
2529,information forensics expert,25,Information and communications technology professionals,2,Professionals
7322,print manager,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2166,commercial artist,21,Science and engineering professionals,2,Professionals
4419,catalogue compiler,44,Other clerical support workers,4,Clerical Support Workers
6223,master of fishing vessel,62,"Market-oriented skilled forestry, fishery and hunting workers",6,"Skilled Agricultural, Forestry and Fishery Workers"
7313,boutique goldsmith,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2523,networks engineer,25,Information and communications technology professionals,2,Professionals
3118,mechanical design draughter,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8212,assembly of dental instruments,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
2411,chief accountant,24,Business and administration professionals,2,Professionals
9212,farm animal worker,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
3112,energy information officer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3139,robotic equipment operative,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3315,insurance claims adjuster,33,Business and administration associate professionals,3,Technicians and Associate Professionals
4415,copying clerk,44,Other clerical support workers,4,Clerical Support Workers
3119,leather goods quality technologist,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3123,supervisor of road construction,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1439,plant hire manager,14,"Hospitality, retail and other services managers",1,Managers
5131,head waiter/head waitress,51,Personal service workers,5,Service and Sales Workers
3313,proposals administrator,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7543,piece passer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
7115,door furniture fitter,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
2166,graphics and video designer,21,Science and engineering professionals,2,Professionals
8112,stone planing machine setter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3341,call centre operations analyst,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3324,oil company executive,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7215,boat tester,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5230,cash and wrap assistant,52,Sales workers,5,Service and Sales Workers
1411,hall of residence manager,14,"Hospitality, retail and other services managers",1,Managers
2412,valuator of businesses,24,Business and administration professionals,2,Professionals
5223,car salesman,52,Sales workers,5,Service and Sales Workers
1324,import export manager in waste and scrap,13,Production and Specialized Services Managers,1,Managers
8152,weaving textile supervisor,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2250,state vet,22,Health professionals,2,Professionals
4226,receiving secretary,42,Customer services clerks,4,Clerical Support Workers
2310,geoscience teacher,23,Teaching professionals,2,Professionals
3312,senior credit officer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1349,governor,13,Production and Specialized Services Managers,1,Managers
5223,drapery specialised seller,52,Sales workers,5,Service and Sales Workers
1345,university head of faculty,13,Production and Specialized Services Managers,1,Managers
1324,senior import manager in pharmaceutical goods,13,Production and Specialized Services Managers,1,Managers
7413,street light operative,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
2611,business lawyer,26,"Legal, social and cultural professionals",2,Professionals
2643,subtitler / adapter,26,"Legal, social and cultural professionals",2,Professionals
7222,saw maker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2635,neighbourhood worker,26,"Legal, social and cultural professionals",2,Professionals
7318,asbestos opener,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1324,china and glassware logistics planner,13,Production and Specialized Services Managers,1,Managers
2621,investigator,26,"Legal, social and cultural professionals",2,Professionals
7511,butcher-manager,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3118,marine engineering draughtsperson,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7541,scaphandrier,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
4226,veterinary practice administration officer,42,Customer services clerks,4,Clerical Support Workers
3112,fire safety testing technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
4212,head of electronic gaming,42,Customer services clerks,4,Clerical Support Workers
2310,pharmacy lecturer,23,Teaching professionals,2,Professionals
3412,stop smoking coordinator,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8121,compo grinder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3412,tenancy relations officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8182,boiler stoker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2422,policy development officer,24,Business and administration professionals,2,Professionals
3435,set technician,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
6122,poultry sex identification specialist,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
9329,hygiene operative,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
3139,pulp and paper producer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3315,vehicle damage appraiser,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7513,milk processor,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
7543,consumer goods assembly line inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1431,sports promotions manager,14,"Hospitality, retail and other services managers",1,Managers
5223,electrical superstore specialised seller,52,Sales workers,5,Service and Sales Workers
8160,seed sorter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2269,expert practitioner of occupational therapy,22,Health professionals,2,Professionals
1324, textile semi-finished and raw materials distribution planner,13,Production and Specialized Services Managers,1,Managers
3323,purchasing and supply manager,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7212,laser repair welder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7223,broaching miller,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2529,it audit manager,25,Information and communications technology professionals,2,Professionals
1324,international trade compliance manager in chemical products,13,Production and Specialized Services Managers,1,Managers
3331,assistant import specialist in pharmaceutical goods,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7224,saw sharpener,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7318,bespoke leather craftsman,73,Handicraft and printing workers,7,Craft and Related Trades Workers
4120,fund secretary,41,General and keyboard clerks,4,Clerical Support Workers
1114,sport governing body official,11,"Chief executives, senior officials and legislators",1,Managers
4323,dangerous goods safety person,43,Numerical and material recording clerks,4,Clerical Support Workers
1324,chemical products logistics manager,13,Production and Specialized Services Managers,1,Managers
2654,arts officer,26,"Legal, social and cultural professionals",2,Professionals
8181,brick kiln operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4132,burster operator,41,General and keyboard clerks,4,Clerical Support Workers
3113,wind energy technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1212,equality & inclusion worker,12,Administrative and commercial managers,1,Managers
1324,wood and construction materials distribution manager,13,Production and Specialized Services Managers,1,Managers
7223,screw making machinist,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7322,screen printing operator,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7543,roller examiner,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2433,chemical products field salesperson,24,Business and administration professionals,2,Professionals
2212,histopathologist,22,Health professionals,2,Professionals
7543,head lumber grader,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2422,retirement healthcare advisor,24,Business and administration professionals,2,Professionals
7232,civilian aircraft maintenance coordinator,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5223,stationery salesperson,52,Sales workers,5,Service and Sales Workers
3432,space planner,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5249,rental service desk supervisor in recreational and sports goods,52,Sales workers,5,Service and Sales Workers
8341,logger,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3421,athlete,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
4213,pawnbrokers,42,Customer services clerks,4,Clerical Support Workers
2641,playwright & dramaturge,26,"Legal, social and cultural professionals",2,Professionals
7215,rope splicer,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
1439,camp-site manager,14,"Hospitality, retail and other services managers",1,Managers
9312,road painter,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2149,renewable energy systems engineer,21,Science and engineering professionals,2,Professionals
8131,pillmaker operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
5244,telephone order clerk,52,Sales workers,5,Service and Sales Workers
2514,mobile app developer,25,Information and communications technology professionals,2,Professionals
3324,freight canvasser,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1222,internal communications manager,12,Administrative and commercial managers,1,Managers
8141,tyre production plant operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3331,senior import specialist in electronic and telecommunications equipment,33,Business and administration associate professionals,3,Technicians and Associate Professionals
5223,clothes salesperson,52,Sales workers,5,Service and Sales Workers
9333,warehouse worker,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7421,aircraft electrical mechanic,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
5419,crossing patrolman,54,Protective services workers,5,Service and Sales Workers
7213,Boiler smith,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8155,carding machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7321,pre-press manager,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7231,caravan-body builder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7111,maintenance manager,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
3432,assistant visual merchandiser,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3112,building standards inspector,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2422,legal affairs policy officer,24,Business and administration professionals,2,Professionals
3422,skiing instructor,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8172,debarking operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4212,tote manager,42,Customer services clerks,4,Clerical Support Workers
3115,motorcycle design checker,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3152,skipper,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3411,legal caseworker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5151,guest service manager,51,Personal service workers,5,Service and Sales Workers
5120,kitchen superintendent,51,Personal service workers,5,Service and Sales Workers
3122,plastic and rubber products manufacturing supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
210,marine,2,Non-commissioned armed forces officers,0,Armed Forces Occupations
2149,solar energy systems engineer,21,Science and engineering professionals,2,Professionals
1213,gambling compliance and information security manager,12,Administrative and commercial managers,1,Managers
5153,site supervisor,51,Personal service workers,5,Service and Sales Workers
3411,litigation officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8322,deliverer,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2511,systems accountant,25,Information and communications technology professionals,2,Professionals
1420,bric a brac store manager,14,"Hospitality, retail and other services managers",1,Managers
2529,ICT resilience managers,25,Information and communications technology professionals,2,Professionals
3214,audio prosthetist,32,Health associate professionals,3,Technicians and Associate Professionals
3331,trainee export specialist in tobacco products,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8182,stoker's assistant,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1324, plumbing and heating equipment and supplies,13,Production and Specialized Services Managers,1,Managers
7531,dress fitter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
4313,wages administrator,43,Numerical and material recording clerks,4,Clerical Support Workers
8151,cotton mixer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2651,metal sculptor,26,"Legal, social and cultural professionals",2,Professionals
8153,feather machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7223,CNC milling machine operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7511,slaughterer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
4312,financial services administrator,43,Numerical and material recording clerks,4,Clerical Support Workers
8111,manhole maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2635,social work consultant,26,"Legal, social and cultural professionals",2,Professionals
2612,deputy circuit judge,26,"Legal, social and cultural professionals",2,Professionals
9412,kitchen attendant,94,Food preparation assistants,9,Elementary Occupations
1439,driving school owner,14,"Hospitality, retail and other services managers",1,Managers
5223,sweet salesperson,52,Sales workers,5,Service and Sales Workers
7411,installation electrician,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
7311,surgical instrument design technician,73,Handicraft and printing workers,7,Craft and Related Trades Workers
4222,personal lines adviser,42,Customer services clerks,4,Clerical Support Workers
3412,tenants participation officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5221,licensed victualler,52,Sales workers,5,Service and Sales Workers
3432,exibition designer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5322,integrated support worker,53,Personal care workers,5,Service and Sales Workers
8344,side loader driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2133,access officer,21,Science and engineering professionals,2,Professionals
8112,stone crushing machine operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2310,chemistry professor,23,Teaching professionals,2,Professionals
5113,environmental educator,51,Personal service workers,5,Service and Sales Workers
7322,printing manager,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1324,forecast planning manager,13,Production and Specialized Services Managers,1,Managers
2659,marionetteer,26,"Legal, social and cultural professionals",2,Professionals
2352,teacher in special educational needs in secondary schools,23,Teaching professionals,2,Professionals
5142,make up specialist,51,Personal service workers,5,Service and Sales Workers
1330,it facilities manager,13,Production and Specialized Services Managers,1,Managers
3114,air traffic control design officer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2113,quality assurance chemist,21,Science and engineering professionals,2,Professionals
2146,fuel specialist,21,Science and engineering professionals,2,Professionals
2142,buildng construction engineer,21,Science and engineering professionals,2,Professionals
7412,multiple unit builder,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
5249,rental service representative in trucks,52,Sales workers,5,Service and Sales Workers
3423,exercise specialist,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8131,installation worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8219,pairer,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
7543,glass viewer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2434,computer specialist,24,Business and administration professionals,2,Professionals
8189,card clothier,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
